"","ABSTRACT","ADDRESS","AUTHOR","BIBTEXKEY","BOOKTITLE","CATEGORY","CHAPTER","DOI","EDITOR","ISSN","JOURNAL","NUMBER","OPTKEYWORDS","OPTKEYWORDS.1","OPTNOTE","OPTURL","PAGES","PUBLISHER","SERIES","TITLE","VOLUME","YEAR","AUTHOR_1","AUTHOR_2","AUTHOR_3","AUTHOR_4","AUTHOR_5","AUTHOR_6","AUTHOR_7","AUTHOR_8","AUTHOR_9","AUTHOR_10","AUTHOR_11","AUTHOR_12","AUTHOR_13","AUTHOR_14","AUTHOR_15","AUTHOR_16","AUTHOR_17","AUTHOR_18","AUTHOR_19","AUTHOR_20","AUTHOR_21","AUTHOR_22","AUTHOR_23","AUTHOR_24","AUTHOR_25","AUTHOR_26","AUTHOR_27","AUTHOR_28","AUTHOR_29","AUTHOR_30","AUTHOR_31","AUTHOR_32","AUTHOR_33","AUTHOR_34","AUTHOR_35","AUTHOR_36","AUTHOR_37","AUTHOR_38","AUTHOR_39","AUTHOR_40","AUTHOR_41","AUTHOR_42","AUTHOR_43","AUTHOR_44","AUTHOR_45","AUTHOR_46","AUTHOR_47","AUTHOR_48","AUTHOR_49","AUTHOR_50","AUTHOR_51","AUTHOR_52","AUTHOR_53","AUTHOR_54","AUTHOR_55","AUTHOR_56","AUTHOR_57","AUTHOR_58","AUTHOR_59","AUTHOR_60","AUTHOR_61","AUTHOR_62","AUTHOR_63","AUTHOR_64"
"759","We compare different methods to estimate frequency-domain amplification and duration lengthening of earthquake ground motion in the Mygdonian basin (Greece). Amplification is measured by standard spectral ratios (SSRs) of horizontal component or by single-station earthquake horizontal-to-vertical ratios (EHVRs). Duration lengthening is measured either by the group delay method (Beauval et al., 2003) and labeled GDDL, or based on the significant duration (Trifunac and Brady, 1975) and labeled TBDL. The methods are applied both to high-quality recordings of the European experimental site EUROSEISTEST array and to a large set of 3D synthetics computed in a new basin model for 1260 sources regularly distributed in depth, distance, and azimuth from the center of the array.The analysis of the recordings in the center of the basin shows an anticorrelation between amplification and duration lengthening, that is, maxima (resp. minima) of GDDL correspond to minima (resp. maxima) of SSR. The maxima of GDDL are also found to coincide with those of SSR variability. This is confirmed by the analysis of the synthetics, which also reveals a pronounced north{\^A}--south asymmetry of both amplification and duration lengthening caused by nonisotropic excitation of surface waves at the basin edges. We find that all estimates of site response depend on source location and that EHVR is also strongly sensitive to energy partitioning in the analyzed wavefield. We quantify the source-related variability of each estimate, discuss the biases in site response estimation using incomplete source catalogs, and investigate whether the azimuthal dependence of site response can be identified in the recordings.Electronic Supplement:Movies of simulated wave propagation, figures of surface-to-downhole standard spectral ratio (SSR), group delay duration lengthening (GDDL), earthquake horizontal-to-vertical ratio (EHVR), and synthetic waveforms.",NA,"Maufroy, E. and  Chaljub, E. and  Theodoulidis, N. P. and  Roumelioti, Z. and  Hollender, F. and  Bard, P-Y and  Martin, F. de and  Guyonnet-Benaize, C. and  Margerin, L.","Maufroy_etal2017",NA,"ARTICLE",NA,"10.1785/0120160107",NA,NA,"Bulletin of the Seismological Society of America",NA,"SPECFEM3D Cartesian",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1409), last updated on Fri, 19 Jan 2018 21:20:17 -0800","http://www.bssaonline.org/content/early/2017/01/13/0120160107.abstract",NA,NA,NA,"Source-Related Variability of Site Response in the Mygdonian Basin (Greece) from Accelerometric Recordings and 3D Numerical Simulations",NA,"2017","Maufroy, E."," Chaljub, E."," Theodoulidis, N. P."," Roumelioti, Z."," Hollender, F."," Bard, P-Y"," Martin, F. de"," Guyonnet-Benaize, C."," Margerin, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",NA,"England","Maunder, Benjamin","Maunder2017",NA,"PHDTHESIS",NA,NA,NA,NA,NA,NA,"CitcomCU",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1518), last updated on Tue, 28 Nov 2017 09:51:26 -0800","http://etheses.dur.ac.uk/12333/",NA,"Durham University",NA,"The Role of the Dynamics of the Subducting Plate in Generating Arc Magmatism",NA,"2017","Maunder, Benjamin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Surface mass balance (SMB) variations of the Greenland ice sheet (GrIS) have been identified as an important contributor to contemporary and projected global mean sea level variations, but their impact on the regional sea level change pattern is still poorly known. This study proposes estimates of GrIS SMB over 1900--2100 based on the output of 32 atmosphere--ocean general circulation models and Earth system models involved in phase 5 of the Climate Model Intercomparison Project (CMIP5). It is based on a downscaling technique calibrated against the Mod{\`e}le Atmosph{\'e}rique R{\'e}gional (MAR) regional climate model and it provides an ensemble of 32 Greenland SMB estimates for each Greenland major drainage basin. Because the GrIS SMB does not respond uniformly to greenhouse gas (GHG) emissions, the southern part of the GrIS is more sensitive to climate warming. This study shows that this part should be in imbalance in the twenty-first century sooner than the northern part. This regional variability significantly affects the associated relative sea level pattern over the entire ocean and particularly along the U.S. East Coast and the northern coast of Europe. This highlights the necessity of taking into account GrIS regional SMB changes to evaluate accurately relative sea level changes in future projections.",NA,"Meyssignac, B. and  Fettweis, X. and  Chevrier, R. and  Spada, G.","Meyssignac_etal2017",NA,"ARTICLE",NA,NA,NA,NA,"Journal of Climate","6","SELEN",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1451), last updated on Tue, 02 May 2017 09:18:36 -0700",NA,"2011--2028",NA,NA,"Regional Sea Level Changes for the Twentieth and the Twenty-First Centuries Induced by the Regional Variability in Greenland Ice Sheet Surface Mass Loss","30","2017","Meyssignac, B."," Fettweis, X."," Chevrier, R."," Spada, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",NA,NA,"Meyssignac, B. and  Slangen, A. B. A. and  Melet, A. and  Church, J. A. and  Fettweis, X. and  Marzeion, B. and  Agosta, C. and  Ligtenberg, S. R. M. and  Spada, G. and  Richter, K. and  Palmer, M. D. and  Roberts, C. D. and  Champollion, N.","Meyssignac_etal2017_2",NA,"ARTICLE",NA,"10.1175/JCLI-D-17-0112.1",NA,"0894-8755","Journal of Climate",NA,"SELEN",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1495), last updated on Tue, 29 Aug 2017 10:39:30 -0700","http://journals.ametsoc.org/doi/10.1175/JCLI-D-17-0112.1",NA,NA,NA,"Evaluating Model Simulations of Twentieth-Century Sea-Level Rise. Part II: Regional Sea-Level Changes",NA,"2017","Meyssignac, B."," Slangen, A. B. A."," Melet, A."," Church, J. A."," Fettweis, X."," Marzeion, B."," Agosta, C."," Ligtenberg, S. R. M."," Spada, G."," Richter, K."," Palmer, M. D."," Roberts, C. D."," Champollion, N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",NA,NA,"Murdoch, N. and  Hempel, S. and  Pou, L. and  Cadu, A. and  Garcia, R. F. and  Mimoun, D. and  Margerin, L. and  Karatekin, O.","Murdoch_etal2017",NA,"ARTICLE",NA,"10.1016/j.pss.2017.05.005",NA,"0032-0633","Planetary and Space Science",NA,"AxiSEM",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1454), last updated on Sat, 20 May 2017 14:09:47 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0032063317300235",NA,NA,NA,"Probing the internal structure of the asteriod Didymoon with a passive seismic investigation",NA,"2017","Murdoch, N."," Hempel, S."," Pou, L."," Cadu, A."," Garcia, R. F."," Mimoun, D."," Margerin, L."," Karatekin, O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",NA,NA,"N.J. Mancinelli, K. M. Fischer","N.J.Mancinelli2017",NA,"ARTICLE",NA,"10.1093/gji/ggx506",NA,NA,"Geophysical Journal International",NA,"SPECFEM2D",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1535), last updated on Tue, 28 Nov 2017 09:50:31 -0800",NA,NA,NA,NA,"The spatial sensitivity of Sp converted wavesScattered wave kernels and their applications to receiver-function migration and inversion",NA,"2017","N.J. Mancinelli, K. M. Fischer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",NA,NA,"Nayak, A. and  Taira, T. and  Dreger, D. S. and  Gritto, R.","Nayak_etal2017",NA,"ARTICLE",NA,"10.1093/gji/ggx534",NA,"0956-540X","Geophysical Journal International",NA,"SW4",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1545), last updated on Wed, 20 Dec 2017 10:50:33 -0800","http://academic.oup.com/gji/advance-article/doi/10.1093/gji/ggx534/4733284",NA,NA,NA,"Empirical Green{\textquoteright}s Tensor retrieved from Ambient Noise Cross-Correlations at The Geysers Geothermal Field, Northern California",NA,"2017","Nayak, A."," Taira, T."," Dreger, D. S."," Gritto, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",NA,NA,"Palombo, M. R. and  Antonioli, F. and  Lo Presti, V. and  Mannino, M. A. and  Melis, R. T. and  Orru, P. and  Stocchi, P. and  Talamo, S. and  Quarta, G. and  Calcagnile, L. and  Deiana, G. and  Altamura, S.","Palombo_etal2017",NA,"ARTICLE",NA,"10.1016/j.quaint.2016.06.014",NA,"1040-6182","Quaternary International",NA,"SELEN",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1421), last updated on Mon, 06 Mar 2017 09:22:41 -0800","http://linkinghub.elsevier.com/retrieve/pii/S1040618216301781",NA,NA,NA,"The late Pleistocene to Holocene palaeogeographic evolution of the Porto Conte area: Clues for a better understanding of human colonization of Sardinia and faunal dynamics during the last 30~ka",NA,"2017","Palombo, M. R."," Antonioli, F."," Lo Presti, V."," Mannino, M. A."," Melis, R. T."," Orru, P."," Stocchi, P."," Talamo, S."," Quarta, G."," Calcagnile, L."," Deiana, G."," Altamura, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","We develop a numerical method for simultaneously simulating acoustic waves in a realistic moving atmosphere and seismic waves in a heterogeneous earth model, where the motions are coupled across a realistic topography. We model acoustic wave propagation by solving the linearized Euler equations of compressible fluid mechanics. The seismic waves are modeled by the elastic wave equation in a heterogeneous anisotropic material. The motion is coupled by imposing continuity of normal velocity and normal stresses across the topographic interface. Realistic topography is resolved on a curvilinear grid that follows the interface. The governing equations are discretized using high order accurate finite difference methods that satisfy the principle of summation by parts. We apply the energy method to derive the discrete interface conditions and to show that the coupled discretization is stable. The implementation is verified by numerical experiments, and we demonstrate a simulation of coupled wave propagation in a windy atmosphere and a realistic earth model with non-planar topography.",NA,"Petersson, N. A. and  Sj{\""o}green, Bj{\""o}n","Petersson+Sjoegreen2017_2",NA,"ARTICLE",NA,"10.1007/s10915-017-0434-7",NA,"1573-7691","Journal of Scientific Computing",NA,"SW4",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1447), last updated on Thu, 27 Apr 2017 09:43:11 -0700",NA,"1--34",NA,NA,"High Order Accurate Finite Difference Modeling of Seismo-Acoustic Wave Propagation in a Moving Atmosphere and a Heterogeneous Earth Model Coupled Across a Realistic Topography",NA,"2017","Petersson, N. A."," Sj{\""o}green, Bj{\""o}n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",NA,NA,"Pfeffer, J. and  Spada, G. and  M{\'e}min, A. and  Boy, J-P and  Allemand, P.","Pfeffer_etal2017",NA,"ARTICLE",NA,"10.1093/gji/ggx142",NA,"0956-540X","Geophysical Journal International","1","SELEN",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1457), last updated on Thu, 25 May 2017 09:28:14 -0700","https://academic.oup.com/gji/article-lookup/doi/10.1093/gji/ggx142","148--165",NA,NA,"Decoding the origins of vertical land motions observed today at coasts","210","2017","Pfeffer, J."," Spada, G."," M{\'e}min, A."," Boy, J-P"," Allemand, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",NA,NA,"Pratama, C. and  Ito, T. and  Sasajima, R. and  Tabei, T. and  Kimata, F. and  Gunawan, E. and  Ohta, Y. and  Yamashina, T. and  Ismail, N. and  Nurdin, I. and  Sugiyanto, D. and  Muksin, U. and  Meilano, I.","Pratama_etal2017",NA,"ARTICLE",NA,"10.1016/j.jseaes.2017.07.049",NA,"1367-9120","Journal of Asian Earth Sciences",NA,"PyLith",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1487), last updated on Thu, 10 Aug 2017 11:49:23 -0700","http://linkinghub.elsevier.com/retrieve/pii/S1367912017303942","50--59",NA,NA,"Transient rheology of the oceanic asthenosphere following the 2012 Indian Ocean Earthquake inferred from geodetic data","147","2017","Pratama, C."," Ito, T."," Sasajima, R."," Tabei, T."," Kimata, F."," Gunawan, E."," Ohta, Y."," Yamashina, T."," Ismail, N."," Nurdin, I."," Sugiyanto, D."," Muksin, U."," Meilano, I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",NA,NA,"Pratama, C. and  Ito, T. and  Tabei, T.","Pratama_etal2017_2",NA,"ARTICLE",NA,"10.1063/1.4987066",NA,NA,"AIP Conference Proceedings","1","PyLith",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1483), last updated on Sun, 30 Jul 2017 00:33:24 -0700","http://aip.scitation.org/doi/abs/10.1063/1.4987066","040002",NA,NA,"Inhomogeneous spherical-earth finite element model of coseismic offset due to the 2012 Indian Ocean Earthquake","1857","2017","Pratama, C."," Ito, T."," Tabei, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",NA,NA,"R.R. Grove","R.R.Grove2017",NA,"PHDTHESIS",NA,NA,NA,NA,NA,NA,NA,NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1513), last updated on Mon, 16 Oct 2017 09:14:43 -0700","http://tigerprints.clemson.edu/all_dissertations/1985",NA,"All Dissertations. 1985.",NA,"Discretizations \& Efficient Linear Solvers for Problems Related to Fluid Flow",NA,"2017","R.R. Grove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",NA,NA,"Ravenna, M. and  Lebedev, S.","Ravenna+Lebedev2017",NA,"ARTICLE",NA,"10.1093/gji/ggx497",NA,"0956-540X","Geophysical Journal International",NA,"Mineos",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1531), last updated on Tue, 21 Nov 2017 13:28:06 -0800","http://academic.oup.com/gji/advance-article/doi/10.1093/gji/ggx497/4638525",NA,NA,NA,"Bayesian inversion of surface-wave data for radial and azimuthal shear-wave anisotropy, with applications to central Mongolia and west-central Italy",NA,"2017","Ravenna, M."," Lebedev, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",NA,NA,"Rose, I. and  Buffett, B.","Rose+Buffett2017",NA,"ARTICLE",NA,"10.1016/j.pepi.2017.10.003",NA,"0031-9201","Physics of the Earth and Planetary Interiors",NA,"ASPECT",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1514), last updated on Tue, 17 Oct 2017 09:24:51 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0031920116301388",NA,NA,NA,"Scaling rates of true polar wander in convecting planets and moons",NA,"2017","Rose, I."," Buffett, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",NA,NA,"Roux, P. and  Rupin, M. and  Lemoult, F. and  Lerosey, G. and  Colombi, A. and  Craster, R. and  Guenneau, S. and  Kuperman, W. A. and  Williams, E. G.","Roux_etal2017",NA,"INBOOK","New Trends Toward Locally-Resonant Metamaterials at the Mesoscopic Scale","10.1142/9789813228702_0006",NA,NA,NA,NA,NA,NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1554), last updated on Wed, 10 Jan 2018 21:25:11 -0800","https://doi.org/10.1142/9789813228702_0006","251--299","World Scientific",NA,"World Scientific Handbook of Metamaterials and Plasmonics",NA,"2017","Roux, P."," Rupin, M."," Lemoult, F."," Lerosey, G."," Colombi, A."," Craster, R."," Guenneau, S."," Kuperman, W. A."," Williams, E. G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","Finite-frequency sensitivity kernels, a theoretical improvement from simple infinitely thin ray paths, have been used extensively in recent global and regional tomographic inversions. These sensitivity kernels provide more consistent and accurate interpretation of a growing number of broadband measurements, and are critical in mapping 3D heterogeneous structures of the mantle. Based on Born approximation, the calculation of sensitivity kernels requires the interaction of the forward wavefield and an adjoint wavefield generated by placing adjoint sources at stations. Both fields can be obtained accurately through numerical simulations of seismic wave propagation, particularly important for kernels of phases that cannot be sufficiently described by ray theory (such as core-diffracted waves). However, the total number of forward and adjoint numerical simulations required to build kernels for individual source{\^A}--receiver pairs and to form the design matrix for classical tomography is computationally unaffordable. In this paper, we take advantage of the symmetry of 1D reference models, perform moment tensor forward and point force adjoint spectral-element simulations, and save six-component strain fields only on the equatorial plane based on the open-source spectral-element simulation package, SPECFEM3D\textit{GLOBE. Sensitivity kernels for seismic phases at any epicentral distance can be efficiently computed by combining forward and adjoint strain wavefields from the saved strain field database, which significantly reduces both the number of simulations and the amount of storage required for global tomographic problems. Based on this technique, we compute traveltime, amplitude and/or boundary kernels of isotropic and radially anisotropic elastic parameters for various ( \$\$P\$\$ P , \$\$S\$\$ S , \$\$P}{\backslash}mathrmdiff\$\$ P diff , \$\$S\_{\backslash}mathrmdiff\$\$ S diff , depth, surface-reflected, surface wave, S 660 S boundary, etc.) phases for 1D ak135 model, in preparation for future global tomographic inversions.",NA,"Sales de Andrade, E. and  Liu, Q.","SalesdeAndrade+Liu2017",NA,"ARTICLE",NA,"10.1007/s00024-017-1573-3",NA,"1420-9136","Pure and Applied Geophysics",NA,"SPECFEM3D GLOBE","AxiSEM","exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1458), last updated on Tue, 26 Sep 2017 14:21:48 -0700",NA,"1--29",NA,NA,"Fast Computation of Global Sensitivity Kernel Database Based on Spectral-Element Simulations",NA,"2017","Sales de Andrade, E."," Liu, Q.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",NA,NA,"Santamara-Gomez, A. and  Gravelle, M. and  Dangendorf, S. and  Marcos, M. and  Spada, G. and  Woppelmann, G.","Santamara-Gomez_etal2017",NA,"ARTICLE",NA,"10.1016/j.epsl.2017.05.038",NA,"0012821X","Earth and Planetary Science Letters",NA,"SELEN",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1472), last updated on Tue, 13 Jun 2017 09:18:01 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0012821X17303060","24--32",NA,NA,"Uncertainty of the 20th century sea-level rise due to vertical land motion errors","473","2017","Santamara-Gomez, A."," Gravelle, M."," Dangendorf, S."," Marcos, M."," Spada, G."," Woppelmann, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","We use a thermodynamic framework for silicate-metal partitioning to determine the possible compositions of metallic cores on super-Earths. We compare results using literature values of the partition coefficients of Si and Ni, as well as new partition coefficients calculated using results from laser shock-induced melting of powdered metal-dunite targets at pressures up to 276 GPa, which approaches those found within the deep mantles of super-Earths. We find that larger planets may have little to no light elements in their cores because the Si partition coefficient decreases at high pressures. The planet mass at which this occurs will depend on the metal-silicate equilibration depth. We also extrapolate the equations of state (EOS) of FeO and FeSi alloys to high pressures, and present mass{\^A}--radius diagrams using self-consistent planet compositions assuming equilibrated mantles and cores. We confirm the results of previous studies that the distribution of elements between mantle and core will not be detectable from mass and radius measurements alone. While observations may be insensitive to interior structure, further modeling is sensitive to compositionally dependent properties, such as mantle viscosity and core freeze-out properties. We therefore emphasize the need for additional high pressure measurements of partitioning as well as EOSs, and highlight the utility of the Sandia Z-facilities for this type of work.",NA,"Schaefer, L. and  Jacobsen, S. B. and  Remo, J. L. and  Petaev, M. I. and  Sasselov, D. D.","Schaefer_etal2017",NA,"ARTICLE",NA,"10.3847/1538-4357/835/2/234",NA,NA,"The Astrophysical Journal","2","BurnMan",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1420), last updated on Tue, 21 Feb 2017 09:18:08 -0800","http://stacks.iop.org/0004-637X/835/i=2/a=234","234",NA,NA,"Metal-silicate Partitioning and Its Role in Core Formation and Composition on Super-Earths","835","2017","Schaefer, L."," Jacobsen, S. B."," Remo, J. L."," Petaev, M. I."," Sasselov, D. D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
